-3.122031688690185547e-01,1.875392645597457886e-01,-5.973211526870727539e-01,3.220054209232330322e-01,1.191350966691970825e-01,-1.897270828485488892e-01,2.947481274604797363e-01,-3.277806639671325684e-01,-7.459147572517395020e-01,9.228505939245223999e-02,-8.961523771286010742e-01,-4.667707085609436035e-01,-3.212805688381195068e-01,5.004808902740478516e-01,-7.118855118751525879e-01,-6.034529209136962891e-01,1.911581903696060181e-01,2.642377853393554688e+00,5.538559556007385254e-01,2.702246420085430145e-03,9.731191396713256836e-01,1.078402280807495117e+00,1.945308327674865723e+00,-1.615357100963592529e-01,-6.663630604743957520e-01,1.000496864318847656e+00,-5.257366895675659180e-01,-6.967765688896179199e-01,3.416240215301513672e-02,1.140563726425170898e+00,-5.305235385894775391e-01,5.192450433969497681e-02,6.572000384330749512e-01,1.611809730529785156e+00,-1.092700719833374023e+00,6.746848821640014648e-01,1.429629232734441757e-02,7.291631698608398438e-01,1.500586152076721191e+00,-4.024024307727813721e-02,9.756408631801605225e-02,5.695825219154357910e-01,-1.150954484939575195e+00,8.131858110427856445e-01,1.505514502525329590e+00,-4.787142276763916016e-01,-7.175142168998718262e-01,-6.039432436227798462e-02,5.845790505409240723e-01,-4.930860698223114014e-01
-2.044600486755371094e+00,3.896940648555755615e-01,1.392268896102905273e+00,-2.345880419015884399e-01,-5.173417925834655762e-01,-8.529894948005676270e-01,9.519440531730651855e-01,-7.137010693550109863e-01,1.504950225353240967e-01,8.961098790168762207e-01,-8.513303995132446289e-01,4.720058441162109375e-01,-6.317366659641265869e-02,1.161785244941711426e+00,-2.576597630977630615e-01,-6.447736620903015137e-01,-1.155826687812805176e+00,6.171968579292297363e-01,3.743571043014526367e-01,-1.191183552145957947e-01,9.643396735191345215e-01,7.698667049407958984e-02,-1.910361647605895996e-01,-6.614742279052734375e-01,-5.097749829292297363e-01,-4.178599417209625244e-01,-1.620606519281864166e-02,-7.587943077087402344e-01,-3.121276944875717163e-02,-5.830188468098640442e-02,-2.264532744884490967e-01,-4.688665568828582764e-01,9.323799051344394684e-03,-7.828676700592041016e-02,-6.662774085998535156e-02,-7.750582695007324219e-02,-2.342250794172286987e-01,2.249380797147750854e-01,-3.042235970497131348e-01,-7.441481947898864746e-01,-2.035929709672927856e-01,3.282989263534545898e-01,-2.446252256631851196e-01,-2.929469347000122070e-01,7.041037082672119141e-02,-4.427170753479003906e-01,1.959780156612396240e-01,1.112190335988998413e-01,4.106872379779815674e-01,-3.479741811752319336e-01
-1.421941280364990234e+00,6.963629722595214844e-01,1.380575537681579590e+00,-5.856248736381530762e-01,2.222928404808044434e-01,-6.073477864265441895e-01,-3.657898306846618652e-02,-5.792127847671508789e-01,1.021705746650695801e+00,-3.438529968261718750e-01,1.080062240362167358e-01,1.963860154151916504e+00,-1.219626426696777344e+00,-1.349212974309921265e-01,1.966007202863693237e-01,7.379680275917053223e-01,-7.643257826566696167e-02,9.419890046119689941e-01,3.108155727386474609e-01,-2.426389008760452271e-01,8.527645841240882874e-03,-6.040711998939514160e-01,-5.383883044123649597e-02,-4.082238078117370605e-01,1.258722972124814987e-02,-6.552222371101379395e-01,3.175784945487976074e-01,-1.610835343599319458e-01,1.360788345336914062e-01,5.040593147277832031e-01,-9.215145558118820190e-02,2.332912832498550415e-01,-3.455975353717803955e-01,8.914854377508163452e-02,1.528312861919403076e-01,5.315977334976196289e-02,3.133761286735534668e-01,1.275502704083919525e-02,1.628526896238327026e-01,-2.618988156318664551e-01,1.011196225881576538e-01,-6.044152751564979553e-02,4.890058338642120361e-01,-6.085535138845443726e-02,3.847909271717071533e-01,-5.102362483739852905e-02,-5.750088021159172058e-02,9.849885478615760803e-03,-6.220974028110504150e-02,2.049076110124588013e-01
-1.152032613754272461e+00,6.420682072639465332e-01,-5.873721241950988770e-01,-2.309197187423706055e+00,-4.276428818702697754e-01,4.615861922502517700e-02,-1.134441047906875610e-01,-2.941173017024993896e-01,-6.779258251190185547e-01,3.004192113876342773e-01,-1.283836364746093750e+00,7.742638140916824341e-02,1.160299539566040039e+00,-6.578419804573059082e-01,1.404659301042556763e-01,6.559719443321228027e-01,-3.950913548469543457e-01,3.674843013286590576e-01,3.992983698844909668e-01,1.099541187286376953e+00,-4.833475947380065918e-01,-3.484825193881988525e-01,6.255930662155151367e-02,2.381762415170669556e-01,-5.800915360450744629e-01,1.016414284706115723e+00,8.281164169311523438e-01,2.372520267963409424e-01,4.114994108676910400e-01,7.178341597318649292e-02,-4.929410815238952637e-01,-1.289991736412048340e+00,2.711719274520874023e-01,-1.034694433212280273e+00,7.397938370704650879e-01,1.143709778785705566e+00,8.384162187576293945e-01,2.854434587061405182e-02,4.460408389568328857e-01,-8.433836698532104492e-01,-6.000345349311828613e-01,1.367551803588867188e+00,1.165595889091491699e+00,-1.705836355686187744e-01,8.030982613563537598e-01,-2.670890092849731445e-01,-3.970754742622375488e-01,5.223325490951538086e-01,7.714697718620300293e-01,-9.211084246635437012e-02
3.273405551910400391e+00,-1.222810149192810059e+00,1.132794857025146484e+00,-4.375338256359100342e-01,6.974624395370483398e-01,-7.021851092576980591e-02,-1.213535666465759277e-01,2.727303504943847656e-01,-1.123228967189788818e-01,1.285745948553085327e-01,-2.603976987302303314e-02,4.606261849403381348e-02,6.682740151882171631e-02,6.009346619248390198e-02,-4.857216775417327881e-02,4.464382678270339966e-02,-8.360842242836952209e-03,-7.055424153804779053e-03,2.659932523965835571e-02,-8.815562725067138672e-02,1.560039469040930271e-03,1.906167017295956612e-03,-8.075126446783542633e-03,3.888522461056709290e-02,4.811684135347604752e-03,7.624446414411067963e-03,4.052110482007265091e-03,-4.696616530418395996e-02,-9.283067192882299423e-04,3.968875110149383545e-02,1.444964390248060226e-02,1.407728344202041626e-02,-1.318706292659044266e-02,-2.481473609805107117e-02,-2.648208476603031158e-02,1.677868515253067017e-02,-4.215922951698303223e-02,-2.001900412142276764e-02,-1.973315700888633728e-02,-1.082898117601871490e-02,2.556023560464382172e-02,2.515315078198909760e-02,3.887031227350234985e-03,-3.242556005716323853e-03,-1.952590100700035691e-04,-3.139272797852754593e-03,7.738031912595033646e-03,2.169410884380340576e-02,-7.102729752659797668e-03,-2.651987038552761078e-02
4.809573665261268616e-02,1.361451864242553711e+00,1.051486015319824219e+00,2.086463272571563721e-01,3.922224640846252441e-01,-7.373484373092651367e-01,9.987857341766357422e-01,-6.450691819190979004e-01,1.514759898185729980e+00,4.586597681045532227e-01,-4.748562723398208618e-02,2.291280031204223633e+00,-1.944247484207153320e+00,-1.337434172630310059e+00,8.225579857826232910e-01,2.021221876144409180e+00,2.408086210489273071e-01,4.072516560554504395e-01,9.259650111198425293e-02,4.933269917964935303e-01,3.976213634014129639e-01,-4.431096017360687256e-01,1.377148628234863281e-01,-4.856716394424438477e-01,-3.305931389331817627e-01,-1.138611435890197754e-01,2.884478569030761719e-01,2.212802767753601074e-01,2.771950364112854004e-01,6.414789557456970215e-01,-2.667525224387645721e-02,4.177169203758239746e-01,4.095612466335296631e-01,-2.005575746297836304e-01,-1.981929540634155273e-01,-8.294499479234218597e-03,3.065622448921203613e-01,-7.351688295602798462e-02,-6.196277588605880737e-02,-1.615258865058422089e-03,2.154133021831512451e-01,-2.572588622570037842e-01,-1.033909991383552551e-01,-2.131828963756561279e-01,9.232738614082336426e-02,9.919643402099609375e-02,6.177357584238052368e-02,-1.240985468029975891e-01,2.673693001270294189e-01,-1.062287390232086182e-01
-7.979289293289184570e-01,1.225488260388374329e-01,1.126564621925354004e+00,1.189914464950561523e+00,8.025715500116348267e-02,-1.875820040702819824e+00,2.597736597061157227e+00,-5.945873856544494629e-01,2.746547758579254150e-01,8.573501110076904297e-01,-1.309206008911132812e+00,-1.274848699569702148e+00,9.357496351003646851e-02,8.405530452728271484e-01,-1.240285858511924744e-02,-1.391009569168090820e+00,-2.613762915134429932e-01,7.174586057662963867e-01,6.355611234903335571e-02,2.744531035423278809e-01,2.317211627960205078e-01,-6.913006305694580078e-01,5.066050291061401367e-01,-1.304329186677932739e-01,6.289448738098144531e-01,-5.645053386688232422e-01,1.746413558721542358e-01,-7.000369429588317871e-01,4.179759025573730469e-01,2.585222711786627769e-03,-2.576385140419006348e-01,-1.314203143119812012e-01,2.759487926959991455e-01,-2.257359623908996582e-01,-1.320618093013763428e-01,-3.927814364433288574e-01,6.061873435974121094e-01,-2.039362639188766479e-01,1.307183355093002319e-01,-1.914565861225128174e-01,-1.097711920738220215e-01,3.971969708800315857e-02,6.033590063452720642e-02,1.163246482610702515e-01,-1.071981564164161682e-01,2.616327702999114990e-01,1.551569551229476929e-01,2.945599853992462158e-01,-1.916844099760055542e-01,-3.146330267190933228e-02
-2.296843528747558594e+00,2.317189425230026245e-01,1.016751527786254883e+00,-3.239419162273406982e-01,-6.385664343833923340e-01,-3.495735228061676025e-01,1.149335384368896484e+00,-4.546062350273132324e-01,1.385924965143203735e-01,7.173920273780822754e-01,-8.471519947052001953e-01,6.144881844520568848e-01,-2.100484520196914673e-01,2.984381020069122314e-01,1.143807079643011093e-02,-3.852992877364158630e-02,-6.978691220283508301e-01,3.754722177982330322e-01,1.100370407104492188e+00,2.000804245471954346e-01,1.087595343589782715e+00,4.672247171401977539e-01,-1.059368252754211426e+00,-1.551485657691955566e-01,-8.233533501625061035e-01,5.690686702728271484e-01,-4.681718349456787109e-02,-1.355797797441482544e-02,-7.074009180068969727e-01,2.792337834835052490e-01,-4.975565373897552490e-01,-4.902004897594451904e-01,-1.092981770634651184e-01,-6.835561990737915039e-02,1.252386122941970825e-01,-9.794291853904724121e-02,-9.701820611953735352e-01,2.339263819158077240e-02,-5.967960357666015625e-01,-2.749685943126678467e-01,-2.457489818334579468e-01,-1.691858619451522827e-01,-3.352643847465515137e-01,8.697944134473800659e-02,-2.346230857074260712e-02,-8.540922403335571289e-01,-1.264455020427703857e-01,3.601720631122589111e-01,4.243045151233673096e-01,-4.919675290584564209e-01
1.606253385543823242e-01,4.496835768222808838e-01,2.706666588783264160e-01,6.111771613359451294e-02,-1.372838497161865234e+00,7.890632152557373047e-01,-3.631993532180786133e-01,-1.033251658082008362e-01,4.441079795360565186e-01,8.165560364723205566e-01,1.824364960193634033e-01,-3.608840703964233398e-02,1.381583094596862793e+00,2.976025342941284180e-01,6.754983663558959961e-01,2.961269915103912354e-01,4.732963740825653076e-01,-6.679533720016479492e-01,6.385222077369689941e-01,5.861019492149353027e-01,1.679452300071716309e+00,4.655023664236068726e-02,3.473024666309356689e-01,2.156711667776107788e-01,-5.233421921730041504e-01,4.309550523757934570e-01,-4.435596168041229248e-01,7.676823437213897705e-02,-1.098875761032104492e+00,-2.627185881137847900e-01,-8.780871629714965820e-01,-4.386638700962066650e-01,2.411655895411968231e-02,6.363553553819656372e-02,5.447530001401901245e-02,-5.559407472610473633e-01,6.159530282020568848e-01,2.100683897733688354e-01,-1.739385724067687988e-01,5.102948546409606934e-01,-3.864247351884841919e-02,2.947820723056793213e-01,5.158830285072326660e-01,-9.398828148841857910e-01,-1.893826872110366821e-01,-8.318989276885986328e-01,-4.119529202580451965e-02,4.302365183830261230e-01,3.482315540313720703e-01,-2.857815921306610107e-01
-1.525416493415832520e+00,-2.697311043739318848e-01,4.587320983409881592e-02,-7.404947280883789062e-01,-4.126410186290740967e-01,-7.117074728012084961e-01,5.552924871444702148e-01,-1.285666227340698242e+00,-1.216866850852966309e+00,1.192757010459899902e+00,9.677834510803222656e-01,9.810859709978103638e-02,-1.119951456785202026e-01,8.888618350028991699e-01,5.290238857269287109e-01,-3.058008253574371338e-01,-8.520933985710144043e-01,-2.547408640384674072e-01,-1.069604754447937012e-01,-6.841875314712524414e-01,7.183789610862731934e-01,1.165052503347396851e-01,-7.668671011924743652e-01,4.751459956169128418e-01,-2.344720214605331421e-01,5.845491290092468262e-01,-1.296400576829910278e-01,-3.099331259727478027e-01,-2.007269412279129028e-01,3.042468056082725525e-02,-1.344416886568069458e-01,-3.898697793483734131e-01,-7.628645002841949463e-02,-2.384222149848937988e-01,-6.262469291687011719e-01,-4.294236898422241211e-01,-5.308448672294616699e-01,4.017097055912017822e-01,9.671470522880554199e-02,-4.931573271751403809e-01,-1.054180040955543518e-01,-3.027834929525852203e-02,-1.118617728352546692e-01,4.631027206778526306e-02,-1.930530369281768799e-02,-6.988279223442077637e-01,-4.637746810913085938e-01,7.703696191310882568e-02,3.274774253368377686e-01,4.376218654215335846e-03
